timestamp,openInterest,open,high,low,close,volume,turnover,symbol,fundingRate,fundingRateTimestamp
2021-01-01 00:00:00+00:00,5505.046,28921.5,29009.0,28921.5,28980.0,83.906,2431595.88,BTCUSDT,0.00034729,1609459200000
2021-01-01 00:05:00+00:00,5535.794,28980.0,28980.0,28857.0,28868.5,209.765,6055600.9025,BTCUSDT,0.00034729,1609459200000
2021-01-01 00:10:00+00:00,5672.926,28868.5,28873.0,28703.5,28757.0,181.386,5216117.202,BTCUSDT,0.00034729,1609459200000
2021-01-01 00:15:00+00:00,5656.576,28757.0,28845.0,28736.0,28837.0,59.061,1703142.057,BTCUSDT,0.00034729,1609459200000
2021-01-01 00:20:00+00:00,5697.596,28837.0,28837.0,28756.0,28831.5,17.619,507982.1985,BTCUSDT,0.00034729,1609459200000
2021-01-01 00:25:00+00:00,5699.678,28831.5,28861.0,28824.0,28830.5,22.246,641363.303,BTCUSDT,0.00034729,1609459200000
2021-01-01 00:30:00+00:00,5711.934,28830.5,28889.5,28830.5,28877.0,12.691,366478.007,BTCUSDT,0.00034729,1609459200000
2021-01-01 00:35:00+00:00,5708.504,28877.0,28923.0,28877.0,28892.0,30.628,884904.176,BTCUSDT,0.00034729,1609459200000
2021-01-01 00:40:00+00:00,5703.866,28892.0,28926.0,28892.0,28920.0,10.129,292930.68,BTCUSDT,0.00034729,1609459200000
2021-01-01 00:45:00+00:00,5705.33,28920.0,28953.0,28892.5,28941.0,121.227,3508430.607,BTCUSDT,0.00034729,1609459200000
2021-01-01 00:50:00+00:00,5553.678,28941.0,28970.0,28941.0,28953.0,14.768,427577.904,BTCUSDT,0.00034729,1609459200000
2021-01-01 00:55:00+00:00,5557.448,28953.0,29026.0,28949.0,28990.0,154.068,4466431.32,BTCUSDT,0.00034729,1609459200000
2021-01-01 01:00:00+00:00,5454.532,28990.0,29031.5,28956.5,29031.5,31.167,904824.7605,BTCUSDT,0.00034729,1609459200000
2021-01-01 01:05:00+00:00,5456.218,29031.5,29117.5,29031.5,29103.5,194.592,5663308.272,BTCUSDT,0.00034729,1609459200000
2021-01-01 01:10:00+00:00,5485.898,29103.5,29426.5,29103.0,29385.0,608.049,17867519.865,BTCUSDT,0.00034729,1609459200000
2021-01-01 01:15:00+00:00,5824.546,29385.0,29395.0,29277.5,29277.5,320.742,9390523.905,BTCUSDT,0.00034729,1609459200000
2021-01-01 01:20:00+00:00,5779.64,29277.5,29341.5,29255.0,29336.0,98.081,2877304.216,BTCUSDT,0.00034729,1609459200000
2021-01-01 01:25:00+00:00,5773.77,29336.0,29419.0,29306.0,29393.5,271.734,7987213.329,BTCUSDT,0.00034729,1609459200000
2021-01-01 01:30:00+00:00,5886.902,29393.5,29460.5,29325.0,29369.5,84.72,2488184.04,BTCUSDT,0.00034729,1609459200000
2021-01-01 01:35:00+00:00,5900.318,29369.5,29505.5,29353.5,29404.0,118.259,3477287.636,BTCUSDT,0.00034729,1609459200000
2021-01-01 01:40:00+00:00,5954.118,29404.0,29411.5,29340.5,29340.5,92.045,2700646.3225,BTCUSDT,0.00034729,1609459200000
2021-01-01 01:45:00+00:00,5904.306,29340.5,29399.5,29338.0,29399.5,38.462,1130763.569,BTCUSDT,0.00034729,1609459200000
2021-01-01 01:50:00+00:00,5920.691,29399.5,29399.5,29367.5,29373.5,51.56,1514497.66,BTCUSDT,0.00034729,1609459200000
2021-01-01 01:55:00+00:00,5955.818,29373.5,29425.5,29373.5,29411.0,18.419,541721.209,BTCUSDT,0.00034729,1609459200000
2021-01-01 02:00:00+00:00,5956.616,29411.0,29462.0,29373.5,29391.5,122.632,3604338.428,BTCUSDT,0.00034729,1609459200000
2021-01-01 02:05:00+00:00,5972.48,29391.5,29392.0,29349.0,29370.0,47.127,1384119.99,BTCUSDT,0.00034729,1609459200000
2021-01-01 02:10:00+00:00,5930.68,29370.0,29370.0,29209.5,29253.5,149.265,4366523.6775,BTCUSDT,0.00034729,1609459200000
2021-01-01 02:15:00+00:00,5915.0,29253.5,29328.0,29253.5,29328.0,63.194,1853353.632,BTCUSDT,0.00034729,1609459200000
2021-01-01 02:20:00+00:00,5907.826,29328.0,29380.0,29313.0,29363.0,39.661,1164565.943,BTCUSDT,0.00034729,1609459200000
2021-01-01 02:25:00+00:00,5892.62,29363.0,29363.5,29294.5,29304.0,96.519,2828392.776,BTCUSDT,0.00034729,1609459200000
2021-01-01 02:30:00+00:00,5927.488,29304.0,29304.0,29219.0,29241.5,87.538,2559742.427,BTCUSDT,0.00034729,1609459200000
2021-01-01 02:35:00+00:00,5930.156,29241.5,29277.0,29241.5,29256.0,50.108,1465959.648,BTCUSDT,0.00034729,1609459200000
2021-01-01 02:40:00+00:00,5914.732,29256.0,29294.0,29150.0,29294.0,99.889,2926148.366,BTCUSDT,0.00034729,1609459200000
2021-01-01 02:45:00+00:00,5939.478,29294.0,29356.5,29283.0,29353.5,51.479,1511088.8265,BTCUSDT,0.00034729,1609459200000
2021-01-01 02:50:00+00:00,5904.74,29353.5,29353.5,29226.0,29226.0,53.63,1567390.38,BTCUSDT,0.00034729,1609459200000
2021-01-01 02:55:00+00:00,5900.978,29226.0,29233.0,29174.5,29218.0,70.495,2059722.91,BTCUSDT,0.00034729,1609459200000
2021-01-01 03:00:00+00:00,5920.192,29218.0,29266.5,29217.5,29266.5,54.077,1582644.5205,BTCUSDT,0.00034729,1609459200000
